Address,Asset,Start_Block,Status,End_Block
0x16fa6b8fcc2d5f459600713cf961e349067a278c,wsteth,17939966,self-liquidation,18083052.0
0x16fa6b8fcc2d5f459600713cf961e349067a278c,wsteth,18405598,repaid,18652265.0
0x16fa6b8fcc2d5f459600713cf961e349067a278c,wsteth,18668752,repaid,18705690.0
0x16fa6b8fcc2d5f459600713cf961e349067a278c,wbtc,18412379,repaid,18421231.0
0x16fa6b8fcc2d5f459600713cf961e349067a278c,wbtc,18435004,self-liquidation,18898191.0
0x167fc157aee30332f8a23b183c7c42a9c1d0854d,wsteth,17941378,repaid,18746770.0
0x167fc157aee30332f8a23b183c7c42a9c1d0854d,weth,18747731,self-liquidation,18927002.0
0x13dd4c65252274a442428039ae815f3a13e84ff3,weth,17942410,repaid,17964509.0
0x13dd4c65252274a442428039ae815f3a13e84ff3,wsteth,17942464,repaid,17964501.0
0xd1abe5db14d073883f2084c2af105652102bdefc,wbtc,17929202,repaid,18343431.0
0xd1abe5db14d073883f2084c2af105652102bdefc,wsteth,17942552,repaid,18044165.0
0xc5da486af204867dfa0858e5936b6815ce83f161,wsteth,17943337,repaid,18006637.0
0xc4df03bd399459d509c4835a368f5f201942b9fd,wsteth,17943944,repaid,17979152.0
0x13a4f0e731929402ebdd0ddeadcd75ee066979ad,wsteth,17945146,forced-liquidation,19641365.0
0xf7a6d93a31c7e7621528ea43d14386b98d5661be,wsteth,17945284,repaid,19431137.0
0x857ab110153ad57240ab920e93bfb549c045af55,wsteth,17945317,repaid,17971353.0
0x857ab110153ad57240ab920e93bfb549c045af55,wsteth,18009177,repaid,18325106.0
0x857ab110153ad57240ab920e93bfb549c045af55,sfrxeth,18043497,repaid,18324921.0
0xf6da9e9d73d7893223578d32a95d6d7de5522767,wbtc,17939726,repaid,17939770.0
0xf6da9e9d73d7893223578d32a95d6d7de5522767,wbtc,17946778,repaid,18327470.0
0xf6da9e9d73d7893223578d32a95d6d7de5522767,wbtc,18505247,repaid,18505282.0
0xf6da9e9d73d7893223578d32a95d6d7de5522767,wsteth,17945442,repaid,18182741.0
0x83271aaad634d7ada4eb3bec1396742f00637a95,wsteth,17945849,repaid,18676931.0
0x8caa7ebe5c6ae6087fb65315d1b5aa7acd33b854,wsteth,17946240,repaid,18030858.0
0x996538b8cf433962e8fe2a6c481062173b93f004,wsteth,17946357,forced-liquidation,18388602.0
0xb407ad5b5b7643dc693841a4606d01940b168ce5,wsteth,17946527,repaid,18413690.0
0x8e1a1624db4a7d132cd5602b752202324adb630e,wsteth,17946812,repaid,18428556.0
0xa25a1fa74b37606bf4993d66171d6f5db3c2ea38,wsteth,17946884,repaid,18988743.0
0xa25a1fa74b37606bf4993d66171d6f5db3c2ea38,weth,19395229,self-liquidation,19894355.0
0x9b5b405bd03fd2306bea33874d2a3cfc5bfab3b4,wsteth,17946896,repaid,18428578.0
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,wsteth,17947465,repaid,18122813.0
0xbdf5756bd3b5802058300fec14ebe800c1b03aeb,wsteth,17947478,repaid,18418729.0
0xbdf5756bd3b5802058300fec14ebe800c1b03aeb,wbtc,18772918,repaid,18964726.0
0x696ff74cedde1f590013243f52810e75285f12d5,wsteth,17947649,repaid,18548087.0
0x2b8d542a917453c3af80538675a636f56b5ebc3c,wsteth,17947664,repaid,18982067.0
0xf4dfcd61c36fc3ac374e52206c43253e14c2ffe2,wbtc,17863148,repaid,18345872.0
0xf4dfcd61c36fc3ac374e52206c43253e14c2ffe2,wbtc,18395499,repaid,18478069.0
0xf4dfcd61c36fc3ac374e52206c43253e14c2ffe2,wbtc,18488214,repaid,18632007.0
0xf4dfcd61c36fc3ac374e52206c43253e14c2ffe2,wbtc,19682450,repaid,19710628.0
0xf4dfcd61c36fc3ac374e52206c43253e14c2ffe2,wsteth,17947868,repaid,18024610.0
0xf4dfcd61c36fc3ac374e52206c43253e14c2ffe2,wsteth,18287915,repaid,18323905.0
0xc3ad78caa7984ecabb06c6bd4934c3d8e9efd593,wsteth,17948628,repaid,18753632.0
0xd461b431ace219c5612800aeb5162e9316bb67d6,wsteth,17948942,repaid,18698484.0
0xd461b431ace219c5612800aeb5162e9316bb67d6,wbtc,18056549,repaid,19197599.0
0x1e469854ed5d7704fd727616cd3eabd5345f297a,wsteth,17949124,active,
0xaf04017af941f3519902c75673ebbedad48acf58,wsteth,17949794,self-liquidation,18018567.0
0xaf04017af941f3519902c75673ebbedad48acf58,tbtc,18452005,repaid,18821624.0
0xaf04017af941f3519902c75673ebbedad48acf58,weth,19257768,repaid,19376825.0
0xaf04017af941f3519902c75673ebbedad48acf58,weth,19381890,self-liquidation,19438893.0
0xaf04017af941f3519902c75673ebbedad48acf58,weth,19439189,repaid,19458330.0
0xaf04017af941f3519902c75673ebbedad48acf58,weth,19458611,forced-liquidation,19648981.0
0xb34304ae0234e50e723a6d6ece336471be878a9f,wsteth,17949953,repaid,18025964.0
0x2e9f7c85c7254807c7aa5907aee8aaabaae3f53b,wsteth,17950242,repaid,18964562.0
0x2e9f7c85c7254807c7aa5907aee8aaabaae3f53b,weth,19353040,active,
0xa8b45850c9855d8949c009cd880457308a28191f,wsteth,17950369,repaid,19200936.0
0x5a89b336be320af45db032007e89bf6484239f78,wsteth,17951551,repaid,18090352.0
0x5a89b336be320af45db032007e89bf6484239f78,wsteth,18118006,repaid,18750975.0
0x5a89b336be320af45db032007e89bf6484239f78,weth,19243096,active,
0x873525b1b479431bd713d59897218bfdc341c0cf,wsteth,17952811,repaid,17971957.0
0x873525b1b479431bd713d59897218bfdc341c0cf,wsteth,18060031,repaid,18084872.0
0x873525b1b479431bd713d59897218bfdc341c0cf,wsteth,18459517,repaid,18477918.0
0x873525b1b479431bd713d59897218bfdc341c0cf,wsteth,18502779,repaid,18551609.0
0x873525b1b479431bd713d59897218bfdc341c0cf,sfrxeth,18060029,repaid,18093044.0
0x873525b1b479431bd713d59897218bfdc341c0cf,sfrxeth,18095101,repaid,18259667.0
0x873525b1b479431bd713d59897218bfdc341c0cf,wbtc,18459498,repaid,18477913.0
0x873525b1b479431bd713d59897218bfdc341c0cf,wbtc,18502740,repaid,18551610.0
0x087eb3b2c7c346f626cffbb1026a9af9d0d2d248,wsteth,17955954,forced-liquidation,18344042.0
0x5a6fa86c409dfd2a2194b3f048912ab6ae80fe04,wsteth,17956334,self-liquidation,18111575.0
0x5a6fa86c409dfd2a2194b3f048912ab6ae80fe04,wsteth,18611539,active,
0xa9214877410560b17560955ca84eabde4e30dcca,wsteth,17956818,repaid,19399295.0
0x282fa2f87be3b9eabe67f3e3366618883e3becbc,wsteth,17959380,repaid,18123545.0
0xb15d9d8c2a77de3a4a02e45f73a804864457e737,wsteth,17959771,repaid,18324862.0
0xb15d9d8c2a77de3a4a02e45f73a804864457e737,wbtc,18324780,repaid,18718469.0
0x10d923b9f07326866b8e3f9120808584b3943336,wsteth,17960201,repaid,18370166.0
0x10d923b9f07326866b8e3f9120808584b3943336,wbtc,18153866,repaid,18470453.0
0x10d923b9f07326866b8e3f9120808584b3943336,wbtc,18488748,repaid,18503048.0
0xd09f16830172e6073e8e5ee5053f35010f1c7d7a,wbtc,17663435,repaid,17727432.0
0xd09f16830172e6073e8e5ee5053f35010f1c7d7a,wbtc,17727460,repaid,17820548.0
0xd09f16830172e6073e8e5ee5053f35010f1c7d7a,wbtc,17863365,repaid,17960518.0
0xd09f16830172e6073e8e5ee5053f35010f1c7d7a,wbtc,17960544,repaid,18354589.0
0xd09f16830172e6073e8e5ee5053f35010f1c7d7a,wsteth,17960504,repaid,18324318.0
0x7a64af23702b039c382786ad8cd0cc182d9ccad3,wsteth,17960862,repaid,18747126.0
0x7a64af23702b039c382786ad8cd0cc182d9ccad3,weth,18813564,repaid,18829244.0
0x94b27b52e0a188c3d5c4be7e39d04094cbf1a5bf,wsteth,17960921,repaid,18025965.0
0x94b27b52e0a188c3d5c4be7e39d04094cbf1a5bf,wsteth,18304224,repaid,18324582.0
0x94b27b52e0a188c3d5c4be7e39d04094cbf1a5bf,wbtc,17960945,repaid,18670557.0
0x2701697f5da18e4492ede12119255184c9dd82de,wsteth,17961036,repaid,18481569.0
0x9495c18e1b7e0b026f8eef3d087d9822c2b70da0,wsteth,17961552,repaid,18439542.0
0x3581b76e50ccd0a84d77be31210e00e754bbfdf2,wsteth,17961632,repaid,18891057.0
0x06d19401e5105abe055d5614b93b4bbf532f88b0,wsteth,17961799,repaid,18234993.0
0x06d19401e5105abe055d5614b93b4bbf532f88b0,wbtc,17968233,repaid,18234996.0
0x15119a62e9f7ea38d794d1adfdb780c1716e2910,wsteth,17961860,active,
0x446e11093fd81014ae775f462d79b75d73156637,wsteth,17961860,active,
0x887c3599c4826f7b3cde82003b894430f27d5b92,wbtc,17610817,repaid,17962219.0
0x887c3599c4826f7b3cde82003b894430f27d5b92,wsteth,17962206,repaid,19762709.0
0x887c3599c4826f7b3cde82003b894430f27d5b92,sfrxeth,18430863,repaid,18840822.0
0x5172468e18c7042b1ebca268586ee9af4c8a68b4,wsteth,17962994,active,
0x91831208ef824bbb986996312f2f0d92cca7bb90,wsteth,17964567,repaid,18944792.0
0x91831208ef824bbb986996312f2f0d92cca7bb90,sfrxeth,18295659,repaid,19430536.0
0x021daee385bd0acb6d72c05b03abc1bc81f64970,wsteth,17967227,repaid,18644653.0
0x13bdb98fe81e69af6bc8f2e5a03ad73d43140a55,wsteth,17968153,repaid,18024582.0
0x13bdb98fe81e69af6bc8f2e5a03ad73d43140a55,weth,18305953,repaid,18305973.0
0x0330e51299e3225cf7a8765207e83826e2689fb5,wsteth,17968157,repaid,18521347.0
0x79c9e233c0d36b8d585b47e99525e3652318d864,wsteth,17968211,forced-liquidation,18179909.0
0xdaedbe9fe7159994292554e7d44cd475207fe13a,wsteth,17968684,self-liquidation,18113056.0
0xdaedbe9fe7159994292554e7d44cd475207fe13a,wsteth,18342670,repaid,18522733.0
0xdaedbe9fe7159994292554e7d44cd475207fe13a,wsteth,18522844,repaid,18522868.0
0xdaedbe9fe7159994292554e7d44cd475207fe13a,wsteth,18522996,self-liquidation,18927031.0
0xdaedbe9fe7159994292554e7d44cd475207fe13a,weth,19458027,self-liquidation,19578712.0
0xdaedbe9fe7159994292554e7d44cd475207fe13a,weth,19877897,active,
0xba0212619febff76431a4826c957853b9f2cdf7f,wsteth,17968807,repaid,19367858.0
0xa7920afcfbc7397b5fd30c7fda2f337109b44e6e,wsteth,17973073,repaid,19572261.0
0xa7920afcfbc7397b5fd30c7fda2f337109b44e6e,weth,19676415,active,
0xc2f76d705aaf6b4706d305f2e58f1e2e2c3950e9,wsteth,17975547,repaid,19651811.0
0x64ca35bef43e3358d91001e3fb98ad04fbaef864,wsteth,17976722,repaid,18462959.0
0x600c9250dd0d41bf658ead8b0bcfd8e7b9484b2c,wsteth,17976759,repaid,17976852.0
0x6446bf0d2ce9bb54cd75ea52914be0d1065f4b86,wsteth,17978320,repaid,19025912.0
0x51a125f89cbe0bfbfd62fee8a750aaec8fabc441,wsteth,17978389,repaid,18618621.0
0x31b47bb3c27003e2023011696cda9537cbeac39e,wsteth,17978995,self-liquidation,18130148.0
0x95af5a5eedc1c1eca33a78229260a7c582a1b997,wsteth,17984312,repaid,19473878.0
0x7cf9dbd72ffd36b1c9c154653c531fcfef4c7b2f,wsteth,17984418,active,
0x19346a8c9b35a5019306cb0c860032c24319d261,wsteth,17984419,repaid,18629630.0
0x1b1ec70f5d16cab5f8d24306c0b9c99dcd75fc97,wsteth,17984816,repaid,18010506.0
0x1b1ec70f5d16cab5f8d24306c0b9c99dcd75fc97,wsteth,18014019,repaid,18024315.0
0xe47175618c5e93edb92fd909a3f81f97c4dd07d6,wsteth,17986539,self-liquidation,18108098.0
0xe47175618c5e93edb92fd909a3f81f97c4dd07d6,wsteth,18115409,self-liquidation,18588014.0
0xfa81303739790cdd2a9e896efebae662728341a7,wsteth,17987124,self-liquidation,18122859.0
0x1c8fd631182b572a90a0b843368a5f5fb6a66d84,wsteth,17991018,self-liquidation,18107428.0
0x202d7aabb0de8aae4606efff20a4a29c7f40c42e,wsteth,17993566,repaid,18536685.0
0x202d7aabb0de8aae4606efff20a4a29c7f40c42e,weth,19250129,repaid,19299314.0
0x59d70c54787a8444b3037ebb0efe352b0244759c,wsteth,17997494,active,
0x1b957536aa60338b067d6bbfda23f44f7ea3abd5,wsteth,18000267,repaid,18495964.0
0x1b957536aa60338b067d6bbfda23f44f7ea3abd5,wsteth,19068339,repaid,19419378.0
0x1b957536aa60338b067d6bbfda23f44f7ea3abd5,sfrxeth,18010147,repaid,18495992.0
0x1b957536aa60338b067d6bbfda23f44f7ea3abd5,weth,19423323,active,
0x1b957536aa60338b067d6bbfda23f44f7ea3abd5,ll_0,19629435,active,
0x1b957536aa60338b067d6bbfda23f44f7ea3abd5,ll_1,19715533,active,
0xa3644981952e61acfae9d8f8a03da386a70b8ee2,wsteth,18003955,active,
0x964ec70227d920229660109ca759a12e1fbd6b84,wsteth,18004449,active,
0x7e1668a855b90a2a676e934ad8b4afba4b72c797,wsteth,18005163,self-liquidation,18115475.0
0x7e1668a855b90a2a676e934ad8b4afba4b72c797,weth,19425314,active,
0x278596abefbe033d035e5a89b8711e257b2e3229,wsteth,18005506,repaid,18286861.0
0x87a29aad66cf785a1ae295b51738e67e5166fd6a,wsteth,18006392,active,
0x4b556ed1e89a6ac7ff9534433a4b79319b589855,wsteth,18008885,repaid,18136851.0
0xe6d7714b0d4d2f793022c5a107cd37f8398feecc,wsteth,18012107,repaid,18726194.0
0x47705ab20b43d158df85026b4fe0ce7cfed1ecbd,wsteth,18018535,repaid,18988847.0
0x7ad4dc013a54c2d2a645d95e469149e7b9cbddb5,wsteth,18019341,forced-liquidation,18926764.0
0x823dafe1fcdd9e36387afb542497e837c85b50f4,wsteth,18022551,self-liquidation,18050975.0
0x823dafe1fcdd9e36387afb542497e837c85b50f4,wsteth,18355446,repaid,18855198.0
0x823dafe1fcdd9e36387afb542497e837c85b50f4,wbtc,18414622,repaid,18918725.0
0x823dafe1fcdd9e36387afb542497e837c85b50f4,wbtc,19370540,active,
0x823dafe1fcdd9e36387afb542497e837c85b50f4,weth,19375274,active,
0xf770c0d6b1cf31dd7390e41cabe37d5c78390e85,wsteth,18022953,forced-liquidation,18926760.0
0xf25c929ddae44c8439cec27934526f81e933568b,wsteth,18026236,active,
0x822ecbaf1abff1840f684044bc2dce9d1452dedb,wsteth,18028286,active,
0x9a66273ff04dbec39b7b5ac643da1e4503c58078,wbtc,17956379,repaid,17959583.0
0x9a66273ff04dbec39b7b5ac643da1e4503c58078,wbtc,17959686,repaid,18469968.0
0x9a66273ff04dbec39b7b5ac643da1e4503c58078,wbtc,19052420,repaid,19077152.0
0x9a66273ff04dbec39b7b5ac643da1e4503c58078,wsteth,18031746,repaid,18141653.0
0x9a66273ff04dbec39b7b5ac643da1e4503c58078,wsteth,18141707,repaid,18469959.0
0x9921482f39b7a35abd3f7613497047766f551c5c,wsteth,18034061,repaid,18546465.0
0x0050f3427e5388e9cc458e977bc3444faf015618,wsteth,18036551,forced-liquidation,18381227.0
0x33a356f970900acd576e7ce79b7385cd16de8b03,wsteth,18039646,active,
0x96d54acfdfbdf0475356ca2cac241111c1fecdf9,wsteth,18040033,repaid,19268986.0
0x890535f70384a0c03b2010d6c43a86a6d95cdbf0,wsteth,18040889,repaid,18086468.0
0x890535f70384a0c03b2010d6c43a86a6d95cdbf0,wsteth,18372199,repaid,19035415.0
0x890535f70384a0c03b2010d6c43a86a6d95cdbf0,weth,19241755,repaid,19474680.0
0x890535f70384a0c03b2010d6c43a86a6d95cdbf0,weth,19513600,active,
0xdceed643320622cad92b7a90465e24d7df0a9519,wsteth,18042808,repaid,18045334.0
0xdceed643320622cad92b7a90465e24d7df0a9519,wsteth,18045395,repaid,18053773.0
0x8485a422cc637fb9be493b7c16eaaf610e672e2e,wsteth,18043386,repaid,19029054.0
0x940a697c583b4839d0b169319be72dd9728fad89,wsteth,18043926,active,
0xbffaafdf93a2c87cf2b046574bdf5e0c6dea855e,weth,17952379,repaid,17981530.0
0xbffaafdf93a2c87cf2b046574bdf5e0c6dea855e,wsteth,18044058,repaid,18392158.0
0xf49b0201b65a00a2c30397e8a51753b5367050f0,wsteth,18049174,forced-liquidation,18335712.0
0xf49b0201b65a00a2c30397e8a51753b5367050f0,sfrxeth,18068776,forced-liquidation,18360915.0
0xfde66fb9f020de05531534eae35c3785d75ad59c,wsteth,18052246,repaid,18986341.0
0xfde66fb9f020de05531534eae35c3785d75ad59c,wbtc,18603466,repaid,18846222.0
0xfde66fb9f020de05531534eae35c3785d75ad59c,wbtc,19302794,active,
0xfde66fb9f020de05531534eae35c3785d75ad59c,weth,19302769,active,
0xb2578f418e9d6bdbc26fbe0e8810d8aac9c1c2e9,wsteth,18054133,repaid,19651797.0
0x3aa49d0e11fd499e669c9f4c8b686adba863fa0f,wsteth,18056325,repaid,18771219.0
0x95e9b8ee7ed94f714aa42bf5899381d2cfbe1195,wsteth,18059589,repaid,18453083.0
0xaf98157af861d2d4d9bb6288221bf2aaf6a86cab,weth,18041331,repaid,18062673.0
0xaf98157af861d2d4d9bb6288221bf2aaf6a86cab,wsteth,18062713,repaid,18964208.0
0xd8de4c018fadb5a0cccacb3ebd6a3fe916f224f6,wsteth,18064977,repaid,18758968.0
0xe1e5072de1d9b120cc33c57ebadbcd33dbc6dd62,wsteth,18065198,active,
0xcb392a0b3420c051a68e33ea2c67504a9d571890,wsteth,18068188,repaid,18496051.0
0x4b09f823a8609054b8c9bf0e3cdff5c642cab8cd,wsteth,18075253,repaid,18462780.0
0xda7aef8eff913c9f89f509c2c2df88aa4387be05,wsteth,18075897,active,
0xda7aef8eff913c9f89f509c2c2df88aa4387be05,wbtc,18269372,active,
0x2202a6d78f522eeacbe824608491ecd30ba71aad,wsteth,18076462,repaid,18076888.0
0x2202a6d78f522eeacbe824608491ecd30ba71aad,wbtc,19471794,active,
0xae58656d27c561f93de0e23042b67eddea69a8fc,wsteth,18086687,active,
0xa219712cc2aaa5aa98ccf2a7ba055231f1752323,wsteth,18093892,active,
0x92f6484562431e307024f8d358c4a9a9ff712fb6,wsteth,18108092,repaid,18540020.0
0x92f6484562431e307024f8d358c4a9a9ff712fb6,weth,18548951,repaid,18689882.0
0x166e5bd7c52230c62e9998eb290fdb2bdde9cd93,wsteth,18112734,repaid,18965267.0
0x166e5bd7c52230c62e9998eb290fdb2bdde9cd93,weth,18526376,repaid,18965167.0
0x166e5bd7c52230c62e9998eb290fdb2bdde9cd93,weth,19343729,active,
0xcd4cad7939d0efaf6a6fefcff9005dab631ef0d8,wsteth,18114626,forced-liquidation,18926762.0
0xa18ce9b63ac6cb0b30ed3fc97522688e432afae5,wsteth,18119328,repaid,19432575.0
0xa18ce9b63ac6cb0b30ed3fc97522688e432afae5,sfrxeth,18483667,repaid,19425087.0
0x6b9bdeedd8f71e347d52c717844fad861b1748b6,wsteth,18119812,repaid,18134862.0
0x6cd1d5a560aa5f2dfa571cd2dfa0b5a165362331,wsteth,18128415,repaid,18128527.0
0x6cd1d5a560aa5f2dfa571cd2dfa0b5a165362331,wsteth,18241597,active,
0xac638f849a6b8d2734cd11d1978bb7e9fb7a7fbe,wsteth,18133773,repaid,18183095.0
0x321a85fd68853f1608f94fb38b712ca2b73f7854,wsteth,18133852,repaid,18963996.0
0xe3567ae3cde5df6654a96993d8c9f48605fc4daf,wsteth,18140722,repaid,18555555.0
0x8952752889a333299af61d237fb0223f22ce9c04,wsteth,18147016,repaid,19253320.0
0x1b32e25318c7e2c03abf6e87cd679db884ea98fd,wsteth,18147432,active,
0xad0f62d1841529ea7442de3f967a42a8410a48da,wsteth,18147940,repaid,19085286.0
0x9f6d9ec2a9b51aca3aedf6bf938cf2f0d11168e1,wsteth,18148694,active,
0xf7c8a4a99ba34b4744d08999dd017b5faa4d3378,wsteth,18150718,repaid,18355472.0
0x772c38cad6254d27bd68c797aeb019704eea71ad,wsteth,18167041,repaid,18199617.0
0x3d7209732aea29cf3cbfb468accf627c5b09047a,wsteth,18170778,active,
0x593c1254eff380c7498f4861b44e1acc74284be6,wsteth,18174645,repaid,18185710.0
0xb1813f5e2bd99eac13fd9e1dbd689f3309171e44,wsteth,18184466,repaid,18884038.0
0x0630a92218b211644c9b83bce53e000c06c127aa,wsteth,18190278,repaid,18700622.0
0x09bb8328df1d2e12fe04f02cfaed884d8215bcd3,wsteth,18204330,active,
0x04266dd18839e158959b754385155ce64b66c1fc,wsteth,18205931,repaid,18484004.0
0x04266dd18839e158959b754385155ce64b66c1fc,wsteth,19311404,active,
0x11de80492bad37366f6e982c178c64cc16738e14,wbtc,18208328,repaid,18422768.0
0x11de80492bad37366f6e982c178c64cc16738e14,wsteth,18208414,repaid,18422807.0
0x11de80492bad37366f6e982c178c64cc16738e14,wsteth,18491006,repaid,18682977.0
0x11de80492bad37366f6e982c178c64cc16738e14,tbtc,18490929,repaid,18682945.0
0x32d9f89294430bbe6305f48ad3fd8c09f5b5b077,wsteth,18218480,active,
0xd834839da5f1a49404270b231163a8fd1df1f94c,wsteth,18225372,repaid,18334009.0
0xd834839da5f1a49404270b231163a8fd1df1f94c,wsteth,18497849,repaid,18613061.0
0xd834839da5f1a49404270b231163a8fd1df1f94c,wbtc,18286700,repaid,18670295.0
0xe5a1ae8d954b81fd18cf2311af452142d9a7a54e,wsteth,18227005,repaid,18233953.0
0xe5a1ae8d954b81fd18cf2311af452142d9a7a54e,wsteth,18242400,active,
0xca1d1a11074b1d86ac3fbd44771c7043126839c9,wsteth,18230885,repaid,18274610.0
0x910e413dbf3f6276fe8213ff656726bdc142e08e,weth,18099527,repaid,18314602.0
0x910e413dbf3f6276fe8213ff656726bdc142e08e,wsteth,18233623,active,
0x5472e4fc02890e0626a98bcc896e0de663c8d655,wsteth,18247140,active,
0x3d3a027d4f1e3d33533537ee734d533e636cec6d,wsteth,18247151,active,
0x20a041674a7d4f90158d5e35648a589847d182b0,wsteth,18247423,active,
0x4d664468d45e72e60cad252fa0c76bf2babce79c,wsteth,18247423,active,
0xd4ca789f73d87aaf87d31b558ec7f1e159849ed6,wsteth,18256212,active,
0x0b01aad774a96584a35bbb26f69102de5c5369a8,wsteth,18257867,repaid,18884045.0
0x81d48bc1c06094989c531de12bcea1f544afb48f,wsteth,18261405,repaid,18532278.0
0xeb326257f0a3c549a690e406e975ba3474526a1d,wsteth,18261445,repaid,18500730.0
0xeb326257f0a3c549a690e406e975ba3474526a1d,wbtc,19326183,repaid,19416913.0
0xeb326257f0a3c549a690e406e975ba3474526a1d,wbtc,19435589,repaid,19437830.0
0xeb326257f0a3c549a690e406e975ba3474526a1d,wbtc,19456535,self-liquidation,19472934.0
0xeb326257f0a3c549a690e406e975ba3474526a1d,wbtc,19536866,self-liquidation,19579467.0
0xdeab3f7094a77199ae670316976654c17fea35d6,wsteth,18261548,self-liquidation,18266140.0
0xdeab3f7094a77199ae670316976654c17fea35d6,wsteth,18266157,self-liquidation,18314807.0
0xdeab3f7094a77199ae670316976654c17fea35d6,wsteth,18314832,repaid,18588112.0
0xf733ef676d52b508b9ae6f343d65a41af5158376,wbtc,18261701,repaid,19013449.0
0xf733ef676d52b508b9ae6f343d65a41af5158376,wsteth,18261768,repaid,18703577.0
0xc37a5f7cfc4deca0698860c9c0666124d09946cd,wsteth,18280432,repaid,18421421.0
0xc37a5f7cfc4deca0698860c9c0666124d09946cd,wbtc,18293926,repaid,18603438.0
0xccf9071c7e8ab43f3fe963f092a30834bf24ca56,wsteth,18290573,repaid,19545953.0
0x1b1d162675d1020d2744d68548e95b78bbeb730d,wsteth,18298716,self-liquidation,18314909.0
0x1b1d162675d1020d2744d68548e95b78bbeb730d,wsteth,18314939,repaid,18588176.0
0x1b1d162675d1020d2744d68548e95b78bbeb730d,weth,18541453,self-liquidation,18588166.0
0xf4bed5a3d12b2fbaa6f11b02c9ded5f8a57e0102,weth,18300809,repaid,18300832.0
0xf4bed5a3d12b2fbaa6f11b02c9ded5f8a57e0102,wsteth,18300896,repaid,18412075.0
0xd2c736ff677f3902f89d2fb982f6dc869dd46e7d,wsteth,18305441,active,
0x36f19ac3719e29dffbd285d61e08ea00781b9789,wsteth,18305625,repaid,18990612.0
0xaa57b4d752aaf969ab53d75528a96729f2cc9af2,sfrxeth,18051308,active,
0xaa57b4d752aaf969ab53d75528a96729f2cc9af2,wsteth,18306785,repaid,19776230.0
0xaa57b4d752aaf969ab53d75528a96729f2cc9af2,wbtc,18672867,repaid,19776256.0
0xaa57b4d752aaf969ab53d75528a96729f2cc9af2,wbtc,19790969,active,
0xac6ee36dbdc8182ba5ab5a8f78c4504853567122,wsteth,18306878,repaid,18710825.0
0x19214cd6c6c7960ba866efb32270a63eec5997bb,wsteth,18307249,active,
0xc3ac069027cd7e74b6f879109c32ae1da40a2634,wsteth,18314226,active,
0x2f5fcd515c4b1bc9dc216d404151d49633eeb534,wsteth,18314234,repaid,18391011.0
0xd0b1b637e0a9b6d46f9c64073f9019acc7256913,wsteth,18327321,repaid,18968878.0
0x30bf85e1d0bc7fdedcbeeff39225d8037cb0cb7c,weth,18327413,repaid,18327604.0
0x30bf85e1d0bc7fdedcbeeff39225d8037cb0cb7c,wsteth,18327765,forced-liquidation,19682954.0
0x71a09092cdd0e2a654b3619694671d41b5d934b0,wsteth,18331106,forced-liquidation,18624474.0
0x17d7addb8b254b250671a7740e1ac84adb2b2b5e,wsteth,18331836,repaid,19288114.0
0x29d37036c9ee7e76413b93beee9e2c1b8e8ad368,wsteth,18340977,active,
0x29d37036c9ee7e76413b93beee9e2c1b8e8ad368,wbtc,18426410,repaid,18812555.0
0x29d37036c9ee7e76413b93beee9e2c1b8e8ad368,wbtc,19419371,active,
0x29d37036c9ee7e76413b93beee9e2c1b8e8ad368,weth,19419557,active,
0x309caf276247dbb9c0ea7322d621e6cfb7475e5a,wsteth,18346574,repaid,18761297.0
0xe3c090f6f8ce7b69ba6957692af1ade1de745020,wsteth,18348269,active,
0xb8b63342d75688ad9877c94ff5ab47793b6e2729,wsteth,18358029,active,
0x99624addfdadda0a2d3bfe0b83e3386e3cd0bfef,wsteth,18369187,forced-liquidation,19651414.0
0x416daa6861d86d341f58a29d3d6dc4df19c92b37,wsteth,18369472,repaid,18858825.0
0x416daa6861d86d341f58a29d3d6dc4df19c92b37,weth,18876048,self-liquidation,19574174.0
0x08d407c1e92825616eb07820c9b38854b9c59775,wsteth,18370238,active,
0x7ed451da2aef511fd84065a4aaaa96f03ab5b61d,wsteth,18373156,active,
0xed4608ceed04a40ee3d2a8cb247e9271745ab151,wsteth,18375864,repaid,18421624.0
0xed4608ceed04a40ee3d2a8cb247e9271745ab151,wsteth,18421970,repaid,18747976.0
0xefc3907836f616662870f0540018d8734684e663,wsteth,18377937,repaid,18418688.0
0xd866c76e974841a53ad1462d9f444ec0a6a550f1,wsteth,18379545,repaid,18822754.0
0xd866c76e974841a53ad1462d9f444ec0a6a550f1,wbtc,19343105,repaid,19652864.0
0x53d3d85c64d032b421f32df80c7cc7467d6ed6cc,wsteth,18380373,active,
0x87d709bd7241e82f204b3fc36a77dfbf371230c1,wsteth,18382979,repaid,18433468.0
0xf25c2b2248894884335aea8bbde39605cd71e7b8,wsteth,18383602,repaid,19589163.0
0xf25c2b2248894884335aea8bbde39605cd71e7b8,ll_0,19600150,active,
0xc773b66e3766ff7515bba8906f99e4bfba958d65,wsteth,18384389,repaid,18419786.0
0xc773b66e3766ff7515bba8906f99e4bfba958d65,weth,18440854,repaid,18513758.0
0xc773b66e3766ff7515bba8906f99e4bfba958d65,weth,18571334,repaid,18669606.0
0x7b40aa2bb331c3e7182653334ba424004a1b6fa1,wsteth,18391133,repaid,18455263.0
